filing_date,source_available_date,source_accession,section,feature_type,feature_name,value,prev_filing_date
2022-05-27,2022-05-27,0001045810-22-000079,mda,keyword_score,customer_concentration,0.0,
2022-05-27,2022-05-27,0001045810-22-000079,mda,keyword_score,gaming_cyclicality,0.0,
2022-05-27,2022-05-27,0001045810-22-000079,mda,keyword_score,margin_pricing_pressure,0.0,
2022-05-27,2022-05-27,0001045810-22-000079,mda,keyword_score,inventory_demand_cyclicality,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,ai_accelerated_computing,0.012404,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,data_center,0.003775,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,export_controls_china,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,supply_constraints,0.002157,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,competition,0.00391,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,customer_concentration,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,gaming_cyclicality,0.00755,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,margin_pricing_pressure,0.00027,
2022-03-18,2022-03-18,0001045810-22-000036,business,keyword_score,inventory_demand_cyclicality,0.001348,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,ai_accelerated_computing,0.001471,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,data_center,0.00046,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,export_controls_china,0.001747,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,supply_constraints,0.004505,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,competition,0.002298,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,customer_concentration,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,gaming_cyclicality,0.002758,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,margin_pricing_pressure,0.001011,
2022-03-18,2022-03-18,0001045810-22-000036,risk_factors,keyword_score,inventory_demand_cyclicality,0.007262,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,ai_accelerated_computing,0.002488,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,data_center,0.003265,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,export_controls_china,0.000155,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,supply_constraints,0.00171,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,competition,0.000622,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,customer_concentration,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,gaming_cyclicality,0.006996,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,margin_pricing_pressure,0.003731,
2022-03-18,2022-03-18,0001045810-22-000036,mda,keyword_score,inventory_demand_cyclicality,0.011194,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,ai_accelerated_computing,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,data_center,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,export_controls_china,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,supply_constraints,0.002778,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,competition,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,customer_concentration,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,gaming_cyclicality,0.0,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,margin_pricing_pressure,0.001389,
2022-03-18,2022-03-18,0001045810-22-000036,quant,keyword_score,inventory_demand_cyclicality,0.001389,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,ai_accelerated_computing,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,data_center,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,export_controls_china,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,supply_constraints,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,competition,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,customer_concentration,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,gaming_cyclicality,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,margin_pricing_pressure,0.0,
2021-11-22,2021-11-22,0001045810-21-000163,mda,keyword_score,inventory_demand_cyclicality,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,ai_accelerated_computing,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,data_center,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,export_controls_china,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,supply_constraints,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,competition,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,customer_concentration,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,gaming_cyclicality,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,margin_pricing_pressure,0.0,
2021-08-20,2021-08-20,0001045810-21-000131,mda,keyword_score,inventory_demand_cyclicality,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,ai_accelerated_computing,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,data_center,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,export_controls_china,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,supply_constraints,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,competition,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,customer_concentration,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,gaming_cyclicality,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,margin_pricing_pressure,0.0,
2021-05-26,2021-05-26,0001045810-21-000064,mda,keyword_score,inventory_demand_cyclicality,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,ai_accelerated_computing,0.012413,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,data_center,0.00428,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,export_controls_china,0.000285,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,supply_constraints,0.002425,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,competition,0.003852,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,customer_concentration,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,gaming_cyclicality,0.007562,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,margin_pricing_pressure,0.000143,
2021-02-26,2021-02-26,0001045810-21-000010,business,keyword_score,inventory_demand_cyclicality,0.001141,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,ai_accelerated_computing,0.000193,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,data_center,0.000866,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,export_controls_china,0.000963,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,supply_constraints,0.004236,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,competition,0.002407,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,customer_concentration,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,gaming_cyclicality,0.002214,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,margin_pricing_pressure,0.000866,
2021-02-26,2021-02-26,0001045810-21-000010,risk_factors,keyword_score,inventory_demand_cyclicality,0.007894,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,ai_accelerated_computing,0.002328,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,data_center,0.00388,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,export_controls_china,0.000466,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,supply_constraints,0.002018,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,competition,0.000621,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,customer_concentration,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,gaming_cyclicality,0.006053,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,margin_pricing_pressure,0.004346,
2021-02-26,2021-02-26,0001045810-21-000010,mda,keyword_score,inventory_demand_cyclicality,0.009468,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,ai_accelerated_computing,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,data_center,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,export_controls_china,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,supply_constraints,0.002639,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,competition,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,customer_concentration,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,gaming_cyclicality,0.0,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,margin_pricing_pressure,0.001319,
2021-02-26,2021-02-26,0001045810-21-000010,quant,keyword_score,inventory_demand_cyclicality,0.001319,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,ai_accelerated_computing,0.0,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,data_center,0.002158,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,export_controls_china,0.000308,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,supply_constraints,0.000308,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,competition,0.0,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,customer_concentration,0.0,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,gaming_cyclicality,0.000617,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,margin_pricing_pressure,0.004317,
2020-11-18,2020-11-18,0001045810-20-000189,mda,keyword_score,inventory_demand_cyclicality,0.002467,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,ai_accelerated_computing,0.0,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,data_center,0.001943,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,export_controls_china,0.0,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,supply_constraints,0.0,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,competition,0.0,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,customer_concentration,0.0,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,gaming_cyclicality,0.001295,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,margin_pricing_pressure,0.00421,
2020-08-19,2020-08-19,0001045810-20-000147,mda,keyword_score,inventory_demand_cyclicality,0.003238,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,ai_accelerated_computing,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,data_center,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,export_controls_china,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,supply_constraints,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,competition,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,customer_concentration,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,gaming_cyclicality,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,margin_pricing_pressure,0.0,
2020-05-21,2020-05-21,0001045810-20-000065,mda,keyword_score,inventory_demand_cyclicality,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,ai_accelerated_computing,0.015306,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,data_center,0.002798,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,export_controls_china,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,supply_constraints,0.003292,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,competition,0.003292,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,customer_concentration,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,gaming_cyclicality,0.009381,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,margin_pricing_pressure,0.000165,
2020-02-20,2020-02-20,0001045810-20-000010,business,keyword_score,inventory_demand_cyclicality,0.001317,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,ai_accelerated_computing,0.00014,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,data_center,0.000419,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,export_controls_china,0.001398,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,supply_constraints,0.003913,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,competition,0.002795,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,customer_concentration,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,gaming_cyclicality,0.001537,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,margin_pricing_pressure,0.001118,
2020-02-20,2020-02-20,0001045810-20-000010,risk_factors,keyword_score,inventory_demand_cyclicality,0.006709,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,ai_accelerated_computing,0.002383,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,data_center,0.00165,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,export_controls_china,0.000733,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,supply_constraints,0.001283,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,competition,0.000367,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,customer_concentration,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,gaming_cyclicality,0.006966,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,margin_pricing_pressure,0.004583,
2020-02-20,2020-02-20,0001045810-20-000010,mda,keyword_score,inventory_demand_cyclicality,0.005133,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,ai_accelerated_computing,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,data_center,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,export_controls_china,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,supply_constraints,0.001832,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,competition,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,customer_concentration,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,gaming_cyclicality,0.0,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,margin_pricing_pressure,0.001832,
2020-02-20,2020-02-20,0001045810-20-000010,quant,keyword_score,inventory_demand_cyclicality,0.001832,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,ai_accelerated_computing,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,data_center,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,export_controls_china,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,supply_constraints,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,competition,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,customer_concentration,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,gaming_cyclicality,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,margin_pricing_pressure,0.0,
2019-11-14,2019-11-14,0001045810-19-000170,mda,keyword_score,inventory_demand_cyclicality,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,ai_accelerated_computing,0.01508,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,data_center,0.002849,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,export_controls_china,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,supply_constraints,0.003519,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,competition,0.003184,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,customer_concentration,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,gaming_cyclicality,0.008546,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,margin_pricing_pressure,0.000335,
2019-02-21,2019-02-21,0001045810-19-000023,business,keyword_score,inventory_demand_cyclicality,0.00134,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,ai_accelerated_computing,0.000153,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,data_center,0.000458,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,export_controls_china,0.000917,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,supply_constraints,0.004126,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,competition,0.002751,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,customer_concentration,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,gaming_cyclicality,0.001681,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,margin_pricing_pressure,0.001222,
2019-02-21,2019-02-21,0001045810-19-000023,risk_factors,keyword_score,inventory_demand_cyclicality,0.007182,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,ai_accelerated_computing,0.003125,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,data_center,0.003255,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,export_controls_china,0.000651,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,supply_constraints,0.000781,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,competition,0.000781,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,customer_concentration,0.00013,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,gaming_cyclicality,0.008332,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,margin_pricing_pressure,0.003776,
2019-02-21,2019-02-21,0001045810-19-000023,mda,keyword_score,inventory_demand_cyclicality,0.004687,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,ai_accelerated_computing,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,data_center,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,export_controls_china,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,supply_constraints,0.001783,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,competition,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,customer_concentration,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,gaming_cyclicality,0.0,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,margin_pricing_pressure,0.001783,
2019-02-21,2019-02-21,0001045810-19-000023,quant,keyword_score,inventory_demand_cyclicality,0.001783,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,ai_accelerated_computing,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,data_center,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,export_controls_china,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,supply_constraints,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,competition,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,customer_concentration,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,gaming_cyclicality,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,margin_pricing_pressure,0.0,
2018-11-15,2018-11-15,0001045810-18-000150,mda,keyword_score,inventory_demand_cyclicality,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,ai_accelerated_computing,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,data_center,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,export_controls_china,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,supply_constraints,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,competition,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,customer_concentration,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,gaming_cyclicality,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,margin_pricing_pressure,0.0,
2018-08-16,2018-08-16,0001045810-18-000114,mda,keyword_score,inventory_demand_cyclicality,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,ai_accelerated_computing,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,data_center,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,export_controls_china,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,supply_constraints,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,competition,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,customer_concentration,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,gaming_cyclicality,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,margin_pricing_pressure,0.0,
2018-05-22,2018-05-22,0001045810-18-000080,mda,keyword_score,inventory_demand_cyclicality,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,ai_accelerated_computing,0.015777,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,data_center,0.002853,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,export_controls_china,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,supply_constraints,0.003525,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,competition,0.003021,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,customer_concentration,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,gaming_cyclicality,0.008056,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,margin_pricing_pressure,0.000168,
2018-02-28,2018-02-28,0001045810-18-000010,business,keyword_score,inventory_demand_cyclicality,0.001343,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,ai_accelerated_computing,0.00016,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,data_center,0.000479,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,export_controls_china,0.000479,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,supply_constraints,0.004473,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,competition,0.002875,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,customer_concentration,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,gaming_cyclicality,0.000958,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,margin_pricing_pressure,0.001278,
2018-02-28,2018-02-28,0001045810-18-000010,risk_factors,keyword_score,inventory_demand_cyclicality,0.004952,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,ai_accelerated_computing,0.003973,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,data_center,0.002819,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,export_controls_china,0.000384,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,supply_constraints,0.000641,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,competition,0.000769,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,customer_concentration,0.000256,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,gaming_cyclicality,0.005383,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,margin_pricing_pressure,0.003973,
2018-02-28,2018-02-28,0001045810-18-000010,mda,keyword_score,inventory_demand_cyclicality,0.004485,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,ai_accelerated_computing,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,data_center,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,export_controls_china,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,supply_constraints,0.001698,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,competition,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,customer_concentration,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,gaming_cyclicality,0.0,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,margin_pricing_pressure,0.001698,
2018-02-28,2018-02-28,0001045810-18-000010,quant,keyword_score,inventory_demand_cyclicality,0.001698,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,ai_accelerated_computing,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,data_center,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,export_controls_china,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,supply_constraints,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,competition,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,customer_concentration,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,gaming_cyclicality,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,margin_pricing_pressure,0.0,
2017-11-21,2017-11-21,0001045810-17-000172,mda,keyword_score,inventory_demand_cyclicality,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,ai_accelerated_computing,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,data_center,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,export_controls_china,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,supply_constraints,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,competition,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,customer_concentration,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,gaming_cyclicality,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,margin_pricing_pressure,0.0,
2017-08-23,2017-08-23,0001045810-17-000123,mda,keyword_score,inventory_demand_cyclicality,0.0,
2017-05-23,2017-05-23,0001045810-17-000075,mda,keyword_score,ai_accelerated_computing,0.0,
2017-05-23,2017-05-23,0001045810-17-000075,mda,keyword_score,data_center,0.0,
2017-05-23,2017-05-23,0001045810-17-000075,mda,keyword_score,export_controls_china,0.0,
2017-05-23,2017-05-23,0001045810-17-000075,mda,keyword_score,supply_constraints,0.0,
2017-05-23,2017-05-23,0001045810-17-000075,mda,keyword_score,competition,0.0,
